Date,Color,Breed,Sex,State,Name,DateCreated
2006-01-03,Brown & White,Lab X Staffie,F/S,Matched,Shelby,2006-01-03
2006-01-03,Red,Nova Scotia Duck Toller,F/S,Lost,Lucy,2006-01-03
2006-01-03,Brown & Black,Border Terrier,M/N,Matched,Poodle,2006-01-03
2006-01-03,Sable,Sheltie,M/N,Lost,Kelsey,2006-01-03
2006-01-05,Black,Shiba Inu,F/S,Found,Suki,2006-01-05
2006-01-05,Black & White & Tan,Border Collie X,F,Lost,Moisha,2006-01-05
2006-01-06,Tan & Brown,Shep X Rotty,M/N,Lost,Bear,2006-01-06
2006-01-06,Black & Silver,Norweigen Elkhound,M/N,Matched,Casey,2006-01-06
2006-01-07,Black & Tan,German Shepherd,M,Matched,Shadow,2006-01-07
2006-01-08,Brown,Choc. Lab,F/S,Matched,Cricket,2006-01-08
2006-01-08,Grey,Cairn Terrier,M/N,Matched,Angus,2006-01-08
2006-01-08,Black,DLH Cat,M/N,Lost,Grizzwald,2006-01-08
2006-01-08,Back & Golden Brown & White,Calico,F/S,Lost,Charlotte,2006-01-08
2006-01-09,Black & White,Staffordshire Bull Terrier,M/N,Found,Winston,2006-01-09
2006-01-09,Black,Lab,M/N,Matched,Gus,2006-01-09
2006-01-10,Tri Colour,Beagle,M/N,Lost,Buddy,2006-01-10
2006-01-10,Golden,Golden Retreiver,M/N,Lost,Lucky,2006-01-10
2006-01-11,Brown & White,Irish Scottish Terrier,M,Lost,Nash,2006-01-11
2006-01-11,Black,Shih Tzu,M/N,Matched,Rocky,2006-01-11
2006-01-11,Black & Red,Rotty X,M,Found,,2006-01-11
2006-01-11,Blue Fawn,Am. Staff.,F,Lost,Val,2006-01-11
2006-01-12,Black & White,Collie X,F,Matched,,2006-01-12
2006-01-12,Black & White,Border Collie X,M/N,Matched,Duke,2006-01-12
2006-01-11,White,Bichon Frise X,F/S,Matched,Katie,2006-01-12
2006-01-13,Black & White,Fox Terrier,F/S,Matched,Mitzi,2006-01-13
2006-01-13,Beige,Shep X Basset Hound,M/N,Matched,Mosey,2006-01-13
2006-01-13,Brown & Black,Belgian Shepherd,F/S,Lost,Tully,2006-01-14
2006-01-14,Gold,Retriever,M,Lost,Lucky,2006-01-14
2006-01-14,Blue Merle,Heeler X Terrier,M/N,Matched,Tiger,2006-01-14
2006-01-14,Light Orange,DSH - Cat,M/N,Matched,Buffy,2006-01-14
2006-01-15,Grey & White (Speckled),Border Collie X Shepherd,F/S,Lost,Shiro,2006-01-15
2006-01-17,Sable,Pom,F,Lost,?,2006-01-17
2006-01-19,Black & White,Border Collie,M/N,Matched,Mickey,2006-01-19
2006-01-20,Tan & White,Shep X Collie,M/N,Lost,Baz,2006-01-20
2006-01-20,White & Brown & Black,Rottie X Shep,M,Lost,Diddy,2006-01-20
2006-01-20,Black,Labradoodle X,F/S,Lost,Tia,2006-01-20
2006-01-22,Orange,DSH,X,Found,,2006-01-22
2006-01-23,Black w/ White Chest,DSH,M/N,Lost,Whitespot,2006-01-23
2006-01-25,Black & Tan,Beagle X Manchester,M/N,Matched,Brady,2006-01-25
2006-01-25,Black some Tan on Feet,Rotty,F,Matched,Merceddes,2006-01-25
2006-01-25,Black & White,Portuguese Water Dog,F/S,Lost,Roxie,2006-01-25
2006-01-30,Black,Chow Chow,M,Matched,Elmo,2006-01-25
2006-01-27,White Black Spots,Jack Russel,F/S,Lost,Savana,2006-01-27
2006-01-28,Silvery-Brown,Cat - Chocolate Point Himalaya,M/N,Lost,K2,2006-01-28
2006-01-28,Black & White,Cat - DSH,F/S,Lost,Kitty-Ma,2006-01-28
2006-01-29,Black & Tan,Rottweiler X GSD,F,Lost,Princess,2006-01-29
2006-01-29,Grey Tabby with Black Feet,DSH,M/N,Lost,Blackfoot,2006-01-29
2006-01-31,Black & Tan,Rotty X Lab,F/S,Matched,Gina,2006-01-31
2006-01-31,Black,German Shepherd,F,Matched,Troika,2006-01-31
2006-02-01,White & Peach Colour on Ears,Malti Poo,M,Lost,Stewie,2006-02-01
2006-02-01,Black & Tan,German Shep X,F/S,Matched,Kilo,2006-02-01
2006-02-01,Brindle & Brown,Blue Heeler X Shep,F/S,Found,Freeway,2006-02-01
2006-02-02,Black & Brindle,Shep X Greyhound,M/N,Lost,Victor,2006-02-02
2006-02-02,Black,Lab,F/S,Lost,Hunter,2006-02-02
2006-02-02,Black & White Brown Paws,Border Collie,M/N,Lost,Rosco,2006-02-02
2006-02-02,Black & White,Boston Terrier,F/S,Lost,Belle,2006-02-02
2006-02-02,Gold & Yellow,Lab X,M/N,Lost,Teddy,2006-02-02
2006-02-03,Black & Tan,Shep,M/N,Matched,Saber,2006-02-03
2006-02-03,White,Maltese,M,Lost,Teddy,2006-02-03
2006-02-04,Black & White & Brown,Husky X Shepherd X Collie,F/S,Lost,Shamba,2006-02-04
2006-02-04,Brown & White chest,Pit Bull,M/N,Lost,Max,2006-02-04
2006-02-05,White w/ Red Ears,Greyhound,M,Lost,Puppy,2006-02-05
2006-02-05,Gold,Lab,F/S,Matched,Gina,2006-02-05
2006-02-05,Tan,Cairn Terrier,F/S,Found,Riona,2006-02-05
2006-02-05,Black,Lab X,F/S,Matched,Moses,2006-02-05
2006-02-06,White & Brindle,Am Staff X,F/S,Lost,Chata,2006-02-06
2006-02-06,Black & White,Boston Terrier,M,Matched,Boss,2006-02-06
2006-02-06,Black,Labrador,F,Matched,Raven,2006-02-06
2006-02-07,Yellow,Lab,M,Matched,Sarg,2006-02-07
2006-02-07,Black & Tan,German Shep,M,Matched,Milan,2006-02-07
2006-02-08,Black &Tan,Rottie,M,Lost,Rocky,2006-02-08
2006-02-08,White & Brown Spots,Cockapoo,F/S,Lost,Ricca,2006-02-08
2006-02-09,Yellow,Lab,M/N,Lost,Money,2006-02-09
2006-02-09,Reddish,Golden Retriever,M,Matched,Cyrus,2006-02-09
2006-02-03,Lite Tan,Bull Terrier (cropped ears),M/N,Lost,Max,2006-02-10
2006-02-11,Light Brown,Chow Chow,M/N,Matched,Chubby,2006-02-11
2006-02-11,Dark Grey Tabby with White,DSH Cat,M/N,Matched,Ollie or Oland,2006-02-11
2006-02-12,Brown & Black,Akita Shep X,F/S,Matched,Mika,2006-02-12
2006-02-12,Black & Tan,Rotty X Lab,M,Lost,Marley,2006-02-12
2006-02-12,Brown,Pomeranian,M,Lost,Ronnie,2006-02-12
2006-02-12,White & Beige,Terrier X,M/N,Lost,Benjie,2006-02-12
2006-02-12,Black w Light Brown Face/Legs,Chihuahua X Pomeranian,F/S,Matched,ChiChi,2006-02-12
2006-02-13,Black & White,English Bull Terrier,M/N,Lost,Rocky,2006-02-13
2006-02-13,Black & White,Husky,M/N,Lost,Tuk,2006-02-13
2006-02-14,Black & Brown Face,Rottie X,F/S,Lost,Shelly,2006-02-14
2006-02-15,Chocolate,Lab,F,Matched,Hennesy,2006-02-15
2006-02-15,Yellow,Lab,M,Matched,Hamlet,2006-02-15
2006-02-15,Brownish,American Pitbull,M,Matched,Charlie,2006-02-15
2006-02-15,Black with White Toes,Pitbull Lab X,F/S,Matched,Sasha,2006-02-15
2006-02-16,Cream,Poodle X,F/S,Matched,Carma,2006-02-16
2006-02-17,Brindle,Rottie X,F/S,Found,Shiva,2006-02-17
2006-02-17,Black,Lab,F/S,Matched,Lucy,2006-02-17
2006-02-18,White,Bichon X Pomeranian,F,Matched,Koo Koo,2006-02-18
2006-02-19,Red,LH Dacshund,M/N,Lost,Finnegan,2006-02-19
2006-02-19,White with Black on Face,Border Collie X Blue Heeler,M,Lost,Buddy Boy,2006-02-19
2006-02-19,Grey & White,Shih Tzu,M,Lost,Snoop,2006-02-19
2006-02-20,Black & Tan,Rotty,,Matched,Lexus,2006-02-20
2006-02-20,Black,Daschund X,M,Matched,Gizmo,2006-02-20
2006-02-21,Black & White,Jack Russel X Beagle,M/N,Lost,Spot,2006-02-21
2006-02-22,Orange,Golden Retriever X,M/N,Matched,Winston,2006-02-22
2006-02-23,Red,Shibu Inu,M/N,Lost,Rudy,2006-02-23
2006-02-23,,Shepherd X Chow,M,Matched,Simba,2006-02-23
2006-02-24,White Caramel,Mala X Pyrenese,F/S,Matched,Misha,2006-02-25
2006-02-25,Orange & White,Cat - MLH,M/N,Matched,JJ,2006-02-25
2006-02-25,Tan,Chihuahua X,M,Matched,Tito,2006-02-25
2006-02-25,Black,Rotty X,F,Matched,Mercedes,2006-02-25
2006-02-26,White w/ Tabby Patches,Cat - DLH,F/S,Lost,Rosie,2006-02-26
2006-02-26,Black w/ White Paws/Chest,Boxer X Lab,M/N,Matched,Howard,2006-02-26
2006-02-27,White & Brown,Shih Tzu,F,Lost,Nugget,2006-02-27
2006-02-28,White & Black,Jack Russell,F/S,Matched,Patches,2006-02-28
2006-03-02,Black & Grey,Husky,M/N,Matched,Yuki,2006-03-02
2006-03-01,Black,Lab X,M/N,Matched,Lex,2006-03-02
2006-03-02,Black & Tan,Rotty X,F/S,Lost,Porsche,2006-03-02
2006-03-02,Golden Brown,Chihuahua X Jack Russel,M/N,Lost,Kemo,2006-03-02
2006-03-02,Sable & White,Sheltie,M/N,Lost,Pixel,2006-03-02
2006-03-03,Blonde,Lab X,F/S,Lost,Gena,2006-03-03
2006-03-03,Black w/white,Border Collie X,M/N,Matched,Monty,2006-03-04
2006-03-04,Black & White,Border Collie,M/N,Matched,Monty,2006-03-04
2006-03-04,Brown,Poodle (Standard),M,Matched,Coffee Bean,2006-03-04
2006-03-04,Beige,Cocker Spaniel,M,Matched,Topher,2006-03-04
2006-03-04,Black & Brown,Cat - Tabby,F/S,Found,Tigger,2006-03-04
2006-03-05,Red,(Miniature) Pomeranian,,Matched,Pooky,2006-03-05
2006-03-06,Light Blonde,Pom,M,Matched,Pookie,2006-03-06
2006-03-06,White with Grey,Siamese X,F/S,Lost,Angel,2006-03-06
2006-03-06,Brown,Choc Lab,F/S,Lost,Maya,2006-03-06
2006-03-06,Black & Tan,Mixed Small,F,Matched,Marley,2006-03-06
2006-03-07,Brown,Lab X Pit,F/S,Matched,Camile,2006-03-07
2006-03-09,White,Samoyd X Husky,F/S,Matched,Maya,2006-03-09
2006-03-10,Yellow,Golden Retriever,F,Matched,Boe,2006-03-10
2006-03-11,Yellow & Green,Bird - African Senegal Parrot,M,Lost,Fred,2006-03-11
2006-03-11,Black & Brown,Cat - DMH,M/N,Matched,Sebastian,2006-03-11
2006-03-11,Orange,Cat - DSH Tabby,M/N,Lost,Snoopy,2006-03-11
2006-03-11,Brown & White,Husky,F/S,Lost,Missy,2006-03-11
2006-03-11,Grey,Shih Tzu,F,Matched,Roxy,2006-03-11
2006-03-11,Brown & Black & White,German Shepherd,M/N,Matched,Saber,2006-03-11
2006-03-12,Tan & White,Pitbull,M,Matched,Charlie,2006-03-12
2006-03-12,White,Cat - Persian,M/N,Lost,Shasta,2006-03-12
2006-01-03,White,Maltese,M,Lost,Lucky,2006-03-12
2006-03-13,White & Brown Spots,Jack Russell,M/N,Lost,Quatro,2006-03-13
2006-03-13,Black & Tan,Rottie,M,Matched,Daxx,2006-03-13
2006-03-13,Tan & Black,Yorkie,M/N,Matched,Frodo,2006-03-13
2006-03-14,Black & Tan,Rottie,F/S,Lost,Mackie,2006-03-14
2006-03-14,Silver & White & Black,Alaskan Malamute,M,Matched,Rocky,2006-03-14
2006-03-18,Black & White,Pom X,F/S,Found,Meisha,2006-03-18
2006-03-18,Tan & White,Pit X,M,Found,,2006-03-18
2006-03-18,White & Tan,Maltipoo,F,Matched,Mimi,2006-03-19
2006-03-19,Tri Color,Beagle,M/N,Matched,Max,2006-03-19
2006-03-19,White & Brown,Shih Tzu,M,Matched,Romeo,2006-03-19
2006-03-19,Brown,Lab,F/S,Matched,Elsa,2006-03-19
2006-03-19,Black,Lab,F,Matched,Ali,2006-03-19
2006-03-24,White & Tan,Akita,F,Lost,Bella,2006-03-24
2006-03-25,Calico w/ White,Cat - DSH,F/S,Lost,Minx,2006-03-25
2006-03-25,Tan & White,Chihuahua,M/N,Lost,Goliath,2006-03-25
2006-03-25,White & Tan & Black,Collie X Husky,F/S,Lost,Maple,2006-03-25
2006-03-26,Black & White,Cat - DSH,F/S,Lost,Chickadee,2006-03-26
2006-03-26,Black & White Spot on Paw,Akita X Lab,M,Matched,Kona,2006-03-26
2006-03-26,Black & White,BC X Kelpie,F/S,Lost,Sunni,2006-03-26
2006-03-27,Orange,Maine Coon,F,Found,,2006-03-27
2006-03-27,Black,Shep,M,Lost,Rambo,2006-03-27
2006-03-27,Grey,Teacup Poodle,M/N,Lost,Elmo,2006-03-27
2006-03-28,Tan & Black,Shep X,F/S,Lost,Cassey,2006-03-28
2006-03-29,Black & White,DSH,F/S,Lost,Panda,2006-03-29
2006-03-29,Black & White,Border Collie X Akita,M/N,Matched,Paddy,2006-03-29
2006-03-29,Grey & Green & Yellow,Bird,F,Lost,Pepper,2006-03-29
2006-03-30,Black,Belgian Shep,F/S,Lost,Sheba,2006-03-30
2006-03-30,White,Miniture Schnauzer,F,Lost,Dia,2006-03-30
2006-04-01,Black & White,Cat - DSH,F/S,Lost,Mochi,2006-04-01
2006-04-01,Black,Cat - DSH,M/N,Lost,Eddie,2006-04-01
2006-04-01,Tan & White,Shih Tzu,M/N,Lost,Cujo,2006-04-01
2006-04-01,White,Poodle X,M/N,Matched,Jake,2006-04-01
2006-04-02,Tan & White & Black,Shepherd X Husky,M/N,Matched,Cai,2006-04-02
2006-04-02,White,American Eskimo X,M/N,Matched,Prancer,2006-04-02
2006-04-03,Black,Lab,M/N,Lost,Baker,2006-04-03
2006-04-03,Grey & Black,Maltese,M/N,Lost,Misiu,2006-04-03
2006-04-04,Black,Shibu Inu,F,Lost,Sakeura,2006-04-04
2006-04-04,Black & Tan,Whippett,F/S,Matched,Tylar,2006-04-04
2006-04-04,Silver & Tan,Schnauzer Poodle X,F/S,Lost,Kalahari,2006-04-04
2006-04-04,Black & White,Bearded Collie,M/N,Lost,,2006-04-04
2006-04-06,Black & Tan,German Shep,M/N,Found,Dodger,2006-04-06
2006-04-06,Black & Tan On Face,Min Doberman,M/N,Matched,Rocky,2006-04-06
2006-04-07,White,American Eskimo X,M,Found,,2006-04-07
2006-04-07,Grey & Tan,Husky X Lab,M/N,Matched,Wiston,2006-04-07
2006-04-08,Black,Lab,M,Matched,Stitch,2006-04-08
2006-04-08,Tan,Nova Scotia Duck Toller,F/S,Matched,Dakota,2006-04-08
2006-04-08,Blue Fawn,Whippet,F,Matched,Bella,2006-04-08
2006-04-09,Black,Labrador Retriever,M/N,Lost,Kobe,2006-04-09
2006-04-09,Black & Tan,GSD X Rottie,M,Matched,Hayes,2006-04-09
2006-04-09,Black & White,DSH - Cat,M/N,Lost,Charlie,2006-04-09
2006-04-09,Black & Tan,GSD X Rottie,F/S,Lost,Lula,2006-04-09
2006-04-10,Black & Brown & Grey,Yorkie Terrier,M,Lost,Burban,2006-04-10
2006-04-10,Brown with White Chest and Toe,Choc Lab X Pointer,,Matched,Gunter ?,2006-04-10
2006-04-11,Brown & White Chest,Pitbull,M,Lost,Tyson,2006-04-11
2006-04-12,Brown,Collie X,M/N,Lost,Rocky,2006-04-12
2006-04-12,Grey,Rabbit,F/S,Matched,Bijou,2006-04-12
2006-04-12,Black,Husky X,F/S,Matched,Sailor,2006-04-12
2006-04-12,Liver &  White,German Wirehaired Pointer,F,Lost,Maia,2006-04-12
2006-04-12,Black & Tan,German Shepherd,F/S,Lost,Bella,2006-04-12
2006-04-12,Brown & Black,Lab X Rotwieller,F/S,Lost,Sheva,2006-04-12
2006-04-13,Gold,Cockapoo,M/N,Lost,Golden,2006-04-13
2006-04-13,Sable,GSD X,F/S,Lost,Shylo (was Innes),2006-04-13
2006-04-15,Red & White on Face,English Staffie Bull Terrier,M/N,Lost,Jake,2006-04-15
2006-04-15,"Gold with White ""Wings""",Golden Retriever,M,Matched,Jazz,2006-04-15
2006-04-15,Beige,Pug,M,Lost,Cezar,2006-04-15
2006-04-15,Black & Brown & Grey,Akita X Shepherd,F,Matched,Kalaila,2006-04-15
2006-04-17,Tan,Rottweiler X Chow,F,Lost,,2006-04-17
2006-04-18,Black,Shep X,M/N,Lost,Niko,2006-04-18
2006-04-16,Light Brown,Rotti  X Chow,F/S,Lost,Megara,2006-04-18
2006-04-26,Brindle,Pitbull,F,Matched,Sunshine,2006-04-18
2006-04-19,Beige,Lhasa,F/S,Matched,,2006-04-19
2006-04-18,Chocolate,Lab X Dalmation,M/N,Matched,Dawson,2006-04-19
2006-04-19,Blonde,Lhasa Apso X,F/S,Matched,Missy,2006-04-19
2006-04-21,Black & Lots of Grey,Border Collie X,M/N,Found,Smokey,2006-04-21
2006-04-21,White & Black & Tan,Jack Russell Terrier,F/S,Matched,Clover,2006-04-21
2006-04-21,White & Black Spot,American Bulldog X Mastiff,M,Lost,Snoop Dogg,2006-04-21
2006-04-21,Grey,Himilayan,F/S,Matched,Pussy Willow,2006-04-21
2006-04-21,Golden,Retriever,M/N,Found,Tum Tum,2006-04-21
2006-04-21,Lite Brown,Pom X Shih,F,Lost,Mona,2006-04-22
2006-04-23,Tan & White,Pomerainian X,F,Lost,Mona,2006-04-23
2006-04-24,Unknown,Bichon X Shih Tzu,M,Matched,Toby,2006-04-24
2006-04-25,Black,Lab,F/S,Found,Chubby,2006-04-24
2006-04-24,Black & White Star on Chest,Border Colie  X Lab,M,Lost,Rex,2006-04-24
2006-04-25,White,Maltese,F,Found,Marley,2006-04-25
2006-04-26,Grey,Chichuhua,M/N,Lost,Danna,2006-04-26
2006-04-26,Brindle,Shep X,M/N,Found,Hobbs,2006-04-26
2006-04-27,Tri Colour,Miniature Collie,,Lost,?,2006-04-27
2006-04-26,Black,Maltipoo,F/S,Lost,Rosey,2006-04-27
2006-04-27,Tan,Pom,F/S,Found,Tia,2006-04-27
2006-04-27,Orange & White,Husky,F/S,Lost,Missy,2006-04-28
2006-04-28,Black & Tan,Shep,M/N,Matched,Ricky,2006-04-28
2006-04-23,Chocolate Brown,Red Nose Pitbull,M,Lost,Benjamin,2006-04-28
2006-04-28,Black & Tan,Shep X,M/N,Matched,Kazan,2006-04-28
2006-04-28,Yellow,Lab,M/N,Lost,Barley,2006-04-28
2006-04-29,Black & White & Grey Tabby,DSH - Cat,M/N,Found,Tavistock,2006-04-29
2006-04-29,Black & Tan,GSD,F/S,Lost,Kluane,2006-04-29
2006-04-29,Greyish,Cat - Blue Point Siamese,M/N,Lost,Thomas,2006-04-29
2006-04-29,Black & Brown & Grey,Miniature Dachshund,F/S,Lost,Brandy,2006-04-29
2006-04-29,Tan,Pug X Min Pin,M/N,Lost,Sparky,2006-04-29
2006-04-29,Black & White,Husky X Lab,M/N,Lost,Wiston,2006-04-29
2006-04-30,Blonde,Golden Retriever,M/N,Matched,Kona,2006-04-30
2006-04-30,Red & Blonde,Terrier X,M,Matched,Arthur Boo Radley,2006-04-30
2006-04-30,White & Brown Tabby,Torti Tabby,F/S,Lost,Murphy,2006-04-30
2006-04-30,Reddish-Brown,Boston Terrier,M/N,Lost,Archie,2006-04-30
2006-04-30,Black & Tan,GSD X Dane (?),M/N,Lost,Lou,2006-04-30
2006-04-30,Blonde & White on Belly,Poodle X Papillon,F/S,Lost,Moochie,2006-04-30
2006-05-01,Black & White,Akita Husky X,F/S,Matched,Betsy,2006-05-01
2006-05-01,Grey & White,Husky,F/S,Matched,Savvy,2006-05-01
2006-05-01,Tan,Shep Collie X,F/S,Found,Kaya,2006-05-01
2006-05-01,Brown,Min Pin,M,Lost,Bain,2006-05-01
2006-05-02,Brown,Min Pin,M,Lost,Abian,2006-05-02
2006-05-02,Red & White,Irish Setter,M/N,Lost,Dudley,2006-05-02
2006-05-03,Black & Tan,German Shepherd,F,Lost,Gucci,2006-05-03
2006-05-03,Gold,Retriever,M/N,Matched,Champ,2006-05-03
2006-05-03,Grey,Shi X Malti poo,M,Found,Pepi,2006-05-03
2006-05-05,Black & White Chest Patch,Border Collie X Lab,F/S,Lost,Digg,2006-05-05
2006-05-05,White & Black & Brown,Jack Russel,F/S,Lost,Mooshu,2006-05-05
2006-05-06,Black with White chest,Lab X Pit X BC,M/N,Lost,Blade,2006-05-06
2006-05-06,Black & White,Collie X,M,Lost,Rex,2006-05-06
2006-05-06,Brown & Black,Shep X,F/S,Found,Sandy,2006-05-06
2006-05-06,Ginger Tabby,DMH,M/N,Lost,Azrael,2006-05-06
2006-05-06,Black,Lab,F/S,Matched,Case,2006-05-06
2006-05-06,Tan & White,Akita,M,Matched,Smokey,2006-05-06
2006-05-06,White with Brindle patches,Pitbull,F,Matched,Lucky,2006-05-06
2006-05-07,Black & Brown,Pomeranian,M,Lost,"Lulu (yes, male)",2006-05-07
2006-05-08,Black,Pug,M,Lost,Beanie Rose,2006-05-08
2006-05-08,Black & White,English Bull Terrier,F/S,Matched,K.C.,2006-05-08
2006-05-08,Tri Colour,Jack Russell,M/N,Matched,Max,2006-05-08
2006-05-09,Black,Lab X,M/N,Matched,Griff,2006-05-09
2006-05-09,Black & White,Pitbull,M,Lost,Son,2006-05-09
2006-05-10,Brown & Grey,DSH Tabby,M,Lost,Sam,2006-05-10
2006-05-11,Blue,Budgie Bird,X,Found,,2006-05-11
2006-05-10,Brown & Tan,Corgi X Shep,F/S,Lost,Jessie,2006-05-12
2006-05-12,Yellow,Labrador,M/N,Found,Tanner,2006-05-12
2006-05-13,Black & Tan,Chi,,Found,,2006-05-13
2006-05-13,Yellow,Lab,F/S,Lost,Kada,2006-05-13
2006-05-14,Yellow,Pure Golden Ret,M,Lost,Bart,2006-05-14
2006-05-14,Tan,Pom/Terrier,M,Matched,Aurthor,2006-05-14
2006-05-14,White & Black Ears,Pom X Terrier,F/S,Lost,Lindsy,2006-05-14
2006-05-14,Brown,Daschund,F,Lost,Josie,2006-05-14
2006-05-14,White Black Dot Left Side Face,Argentino Dogo,M,Lost,Tetsu,2006-05-14
2006-05-15,Gold,Pekingese,M,Matched,Cheeba,2006-05-15
2006-05-15,Black,Lab X,F,Matched,Xena,2006-05-15
2006-05-12,Brown,Chihuahua,M/N,Lost,Vincent,2006-05-15
2006-05-16,Black,Schipperke,M/N,Lost,Skippy,2006-05-16
2006-05-17,Black & White Chest,Lab,M,Lost,Chester,2006-05-16
2006-05-16,White,West Highland Terrier,M,Matched,Lucky,2006-05-16
2006-05-16,Black,Schipperke,M/N,Lost,Skippy,2006-05-16
2006-05-16,Black & White,Terrier X,M/N,Found,Charlie,2006-05-16
2006-05-17,Tan & Brown,Lab X,F/S,Matched,Camiel,2006-05-17
2006-05-16,Black & Tan,German Shep,F/S,Lost,,2006-05-17
2006-05-18,Chocolate Brown & White Chest,Chihuhua,M,Lost,Tito,2006-05-18
2006-05-16,Gold,Small Breed,F,Matched,Prances,2006-05-18
2006-05-20,Golden & Light Beige,Shih Tzu X Silky Terrier,M,Matched,Capone,2006-05-20
2006-05-20,Black & Tan & Grey,Shepherd X,M,Lost,Grizzley,2006-05-20
2006-05-20,Tan & White,Shiba Inu,M/N,Lost,Colby,2006-05-20
2006-05-21,Black & Tan,Shepherd X,F,Matched,Anna,2006-05-21
2006-05-21,Duo,Lhasa Apso,,Lost,,2006-05-21
2006-05-23,White & Beige,Shih X Poodle,M/N,Lost,Bailey,2006-05-21
2006-05-20,Blonde,Shep X Lab,M/N,Matched,Aussie,2006-05-23
2006-05-22,Tan,Chihuahua X,F,Lost,Kaos,2006-05-23
2006-05-19,Black with White Spot on Neck,Pug,F,Lost,Princess,2006-05-24
2006-05-25,Black & Tan,Shep X,M/N,Matched,Titan,2006-05-25
2006-05-25,Red,Vizsla,F/S,Lost,Nya,2006-05-25
2006-05-26,Blonde,Cocker Spaniel,M,Lost,Carona,2006-05-26
2006-05-26,White,Jack Russell Terrier,F/S,Matched,Taro,2006-05-26
2006-05-27,White with Patches over Eyes,American Bulldog,M/N,Lost,Beckham,2006-05-27
2006-05-27,Brown (light),Rhodesian Ridgeback,F/S,Lost,Lulu,2006-05-27
2006-05-27,Tan & Silver,Yorkie,M,Lost,Clyde,2006-05-27
2006-05-28,Gold,Husky X Border Collie,M/N,Matched,Blue,2006-05-28
2006-05-29,Yellow,Lab,M/N,Found,,2006-05-29
2006-05-29,White & Grey Tabby,DSH,M/N,Lost,Kramer,2006-05-29
2006-05-29,White,Bull Terrier,M,Lost,Rambi,2006-05-29
2006-05-29,Brown Tabby with White,DSH,F/S,Lost,Leola,2006-05-29
2006-05-27,Black & Tan,German Shepherd,F,Lost,Whiskey,2006-05-29
2006-05-30,Grey & Black & White & Tan,Australian Shep,M/N,Lost,Rocky,2006-05-30
2006-05-30,Black & Tan,Rotti,M/N,Lost,Bear,2006-05-30
2006-05-30,White,Maltese,F/S,Lost,Bo Bo,2006-05-30
2006-06-01,Tan,Chihuahua,F,Lost,Izzy,2006-06-01
2006-06-01,Black,Lab,M/N,Lost,Monet,2006-06-01
2006-06-01,Black,Standard Poodle,F,Lost,Lucy,2006-06-01
2006-06-02,Tan & Rusty,Pom X,M,Matched,Bello,2006-06-02
2006-06-02,White & Brown,Shih Tzu,,Found,?,2006-06-02
2006-06-02,Black & Brown,Mini Dachshund,F/S,Matched,Mimi,2006-06-02
2006-06-02,Blonde,Chihuahua,F,Matched,Trixie,2006-06-03
2006-06-03,Black & Tan,Rottie X  Lab X Cocker Spaniel,F/S,Lost,Princess,2006-06-03
2006-06-03,Black & Tan,Shepherd X Malamute,F/S,Matched,Whiskey,2006-06-03
2006-06-04,Black & Tan,Yorkie,M,Lost,Chocolate,2006-06-04
2006-06-04,Grey & White,DSH,M/N,Lost,Oscar,2006-06-04
2006-06-04,White with Brown Markings,Abbysinian,F/S,Lost,Diqu,2006-06-04
2006-06-05,Black & Tan,Min Pin,F/S,Lost,Jade,2006-06-05
2006-06-05,Light Blonde,Golden Lab X  Shepherd,F/S,Found,Zoe,2006-06-05
2006-06-06,Black & White on Chest & Toes,Lab X,F/S,Matched,Brodie,2006-06-06
2006-06-07,Black & Tan,Min Pin,M,Lost,Snoopy,2006-06-07
2006-06-07,Red & White,Australian Shep,F/S,Found,Amber,2006-06-07
2006-06-07,Cream & Reddy Brown,Siberian Husky X,F/S,Matched,Tuk,2006-06-07
2006-06-07,Golden,Pit X Lab,F/S,Lost,Dice,2006-06-08
2006-06-08,Liver,Dalmatian,F/S,Lost,Dazia,2006-06-08
2006-06-09,Tan,Teacup Poodle,F,Lost,Tulie,2006-06-09
2006-06-09,White with Black,Jack Russell Terrier,M,Lost,Rascal,2006-06-09
2006-06-10,Black & Tan,German Shepherd,M/N,Matched,Milou,2006-06-10
2006-06-10,Brown,Chihuahua X Pom,M,Lost,Gwai Gwai,2006-06-10
2006-06-10,White,Pomeranian,M/N,Matched,Ziggy,2006-06-10
2006-06-11,Grey,Rabbit,M/N,Lost,Vito,2006-06-11
2006-06-11,Gold,Lab X Akita,F/S,Matched,Honey,2006-06-11
2006-06-12,Brown & White,Shih Tzu,F,Lost,Bri,2006-06-12
2006-06-12,White & Tan,Jack X,F/S,Lost,Sally,2006-06-12
2006-06-12,Brown,Min Pin,M,Lost,Snoopy,2006-06-12
2006-06-13,Brindle,Terrier X Dasch X Collie,M/N,Lost,Ceasar,2006-06-13
2006-06-14,Black & Tan,Shep X Rotty,F/S,Lost,Gabby,2006-06-14
2006-06-15,Black & Tan,German Shepherd,M/N,Matched,Rocky,2006-06-15
2006-06-16,Black,Lab,M/N,Lost,Austin,2006-06-16
2006-06-16,Brown & White,Pitbull,M,Lost,Chief,2006-06-16
2006-06-16,Black & Tan,Dachshund,M/N,Lost,Oscar,2006-06-16
2006-06-17,Duke (Grey) & DJ (Tan),Pit Bulls,M,Matched,Duke & DJ,2006-06-17
2006-06-17,Calico,Cat,F/S,Lost,Missy,2006-06-17
